PB.10001:GPA33	GPA33
PB.180534:PPP1R2C	PPP1R2C
PB.180605:MAOA	MAOA
PB.180606:MAOA	MAOA
PB.180615:RBM39P1	RBM39P1
PB.180667:EFHC2	EFHC2
PB.180667:RRM2P3	RRM2P3
PB.180682:FUNDC1	FUNDC1
PB.180700:KDM6A	KDM6A
PB.180732:LINC01204	LINC01204
PB.180744:MIR222HG	MIR222HG
PB.180751:MIR222HG	MIR222HG
PB.180751:ENSG00000269902	ENSG00000269902
PB.180751:ENSG00000269902+MIR222HG	ENSG00000269902+MIR222HG
PB.180764:LINC02595	LINC02595
PB.180774:ZNF674	ZNF674
PB.180782:SLC9A7	SLC9A7
PB.180782:PGAM1P7	PGAM1P7
PB.180782:YBX1P8	YBX1P8
PB.180782:CHMP5P1	CHMP5P1
PB.180783:KRBOX4	KRBOX4
PB.180783:ZNF674-AS1	ZNF674-AS1
PB.180783:CHST7+ZNF674-AS1	CHST7+ZNF674-AS1
PB.180783:CHST7	CHST7
PB.180834:RP2	RP2
PB.180834:JADE3	JADE3
PB.180851:ENSG00000288759	ENSG00000288759
PB.180853:RBM10	RBM10
PB.180854:UBA1	UBA1
PB.180854:INE1	INE1
PB.180856:CDK16	CDK16
PB.180857:NDUFB11	NDUFB11
PB.180863:USP11	USP11
PB.180879:ZNF41	ZNF41
PB.180879:NUS1P1	NUS1P1
PB.180879:NPM1P49	NPM1P49
PB.180880:ZNF157	ZNF157
PB.180880:LINC01560	LINC01560
PB.180889:ARAF	ARAF
PB.180892:TIMP1	TIMP1
PB.180898:CFP	CFP
PB.180905:UXT-AS1	UXT-AS1
PB.180906:UXT	UXT
PB.180906:ELK1	ELK1
PB.180930:ZNF81	ZNF81
PB.180934:ENSG00000287757	ENSG00000287757
PB.180938:ZNF182	ZNF182
PB.180938:ZNF630	ZNF630
PB.180944:SLC38A5	SLC38A5
PB.180947:FTSJ1	FTSJ1
PB.180957:ENSG00000224292	ENSG00000224292
PB.180959:PORCN	PORCN
PB.180960:EBP	EBP
PB.180960:Metazoa+SRP	Metazoa+SRP
PB.180966:ENSG00000204620	ENSG00000204620
PB.180974:TBC1D25	TBC1D25
PB.180974:RBM3	RBM3
PB.180974:RBM3+WDR13	RBM3+WDR13
PB.180974:ENSG00000279528+RBM3	ENSG00000279528+RBM3
PB.180974:ENSG00000286268	ENSG00000286268
PB.180974:ENSG00000279528	ENSG00000279528
PB.180974:WDR13	WDR13
PB.18098:PGAM1P6	PGAM1P6
PB.18098:ATAD2B	ATAD2B
PB.18098:RN7SL610P	RN7SL610P
PB.18098:WDCP	WDCP
PB.18098:SF3B6	SF3B6
PB.18098:TP53I3	TP53I3
PB.18098:PFN4	PFN4
PB.18098:ENSG00000283031	ENSG00000283031
PB.180995:ENSG00000233585	ENSG00000233585
PB.180995:ENSG00000232828	ENSG00000232828
PB.180997:PCSK1N	PCSK1N
PB.180999:WAS	WAS
PB.180999:SUV39H1	SUV39H1
PB.180999:GATA1	GATA1
PB.180999:HDAC6	HDAC6
PB.180999:ERAS	ERAS
PB.181000:PQBP1	PQBP1
PB.181003:TIMM17B	TIMM17B
PB.181003:SLC35A2	SLC35A2
PB.181003:WDR45	WDR45
PB.181003:ENSG00000288053	ENSG00000288053
PB.181003:ENSG00000288053+WDR45	ENSG00000288053+WDR45
PB.181003:GPKOW	GPKOW
PB.181003:ENSG00000289245	ENSG00000289245
PB.181003:ENSG00000279422	ENSG00000279422
PB.181003:PRICKLE3	PRICKLE3
PB.181003:SYP	SYP
PB.181003:PIM2	PIM2
PB.181003:CACNA1F	CACNA1F
PB.181003:FOXP3	FOXP3
PB.181003:ENSG00000286181	ENSG00000286181
PB.181003:OTUD5	OTUD5
PB.181003:KCND1	KCND1
PB.181003:GRIPAP1	GRIPAP1
PB.181003:TFE3	TFE3
PB.181003:PRAF2	PRAF2
PB.181006:ENSG00000288908	ENSG00000288908
PB.181006:CCDC120	CCDC120
PB.181006:RN7SL262P	RN7SL262P
PB.181006:MAGIX	MAGIX
PB.181006:MAGIX+PLP2	MAGIX+PLP2
PB.181006:PLP2	PLP2
PB.181006:SYP-AS1	SYP-AS1
PB.181006:CCDC22	CCDC22
PB.181006:PPP1R3F	PPP1R3F
PB.181006:ENSG00000270012	ENSG00000270012
PB.181006:ENSG00000270012+PPP1R3F	ENSG00000270012+PPP1R3F
PB.181013:GAGE10	GAGE10
PB.181016:USP27X-DT	USP27X-DT
PB.181017:USP27X	USP27X
PB.181055:CLCN5	CLCN5
PB.181060:CCNB3	CCNB3
PB.181065:DGKK	DGKK
PB.181067:DGKK	DGKK
PB.181068:DGKK	DGKK
PB.181083:ENSG00000287767	ENSG00000287767
PB.181083:NUDT10	NUDT10
PB.181083:ENSG00000226530	ENSG00000226530
PB.181083:EZHIP	EZHIP
PB.181088:ENSG00000229151	ENSG00000229151
PB.181088:LINC01284	LINC01284
PB.181089:CENPVL3	CENPVL3
PB.18109:FAM228B	FAM228B
PB.18109:ENSG00000242628+FAM228A	ENSG00000242628+FAM228A
PB.18109:HMGN2P20	HMGN2P20
PB.18109:NCOA1	NCOA1
PB.18109:UBXN2A	UBXN2A
PB.18109:SDHCP3	SDHCP3
PB.18109:MFSD2B	MFSD2B
PB.18109:FKBP1B	FKBP1B
PB.18109:FAM228B+FKBP1B	FAM228B+FKBP1B
PB.18109:ENSG00000276087+FAM228B	ENSG00000276087+FAM228B
PB.18109:ENSG00000242628+FAM228A+FAM228B	ENSG00000242628+FAM228A+FAM228B
PB.18109:FAM228A+FAM228B	FAM228A+FAM228B
PB.18109:ENSG00000242628+FAM228B	ENSG00000242628+FAM228B
PB.181093:GSPT2	GSPT2
PB.181098:MAGED1	MAGED1
PB.181098:ENSG00000236576	ENSG00000236576
PB.181099:MAGED4	MAGED4
PB.181104:MAGED4B	MAGED4B
PB.181108:FAM156B	FAM156B
PB.181113:ENSG00000286118	ENSG00000286118
PB.181124:FAM156A	FAM156A
PB.181138:ACTG1P10	ACTG1P10
PB.181138:KDM5C	KDM5C
PB.181138:ENSG00000235224	ENSG00000235224
PB.181138:IQSEC2	IQSEC2
PB.18114:ITSN2	ITSN2
PB.18114:PTRHD1	PTRHD1
PB.181142:TSPYL2	TSPYL2
PB.181142:KANTR	KANTR
PB.181146:IQSEC2	IQSEC2
PB.181158:RIBC1	RIBC1
PB.181163:SMC1A	SMC1A
PB.181163:HSD17B10+SMC1A	HSD17B10+SMC1A
PB.181163:HSD17B10	HSD17B10
PB.181166:TIPINP1	TIPINP1
PB.181178:HUWE1	HUWE1
PB.181189:PHF8	PHF8
PB.18119:CENPO	CENPO
PB.18120:CENPO	CENPO
PB.181217:TSR2	TSR2
PB.18122:ENSG00000271936	ENSG00000271936
PB.181229:GNL3L	GNL3L
PB.181233:FAM120C	FAM120C
PB.181233:WNK3	WNK3
PB.181237:MAGED2	MAGED2
PB.181238:TRO	TRO
PB.181240:PFKFB1	PFKFB1
PB.181254:PFKFB1	PFKFB1
PB.181258:APEX2	APEX2
PB.181258:APEX2+PAGE2B	APEX2+PAGE2B
PB.181273:PAGE5	PAGE5
PB.181277:FAM104B	FAM104B
PB.181280:MAGEH1	MAGEH1
PB.181282:USP51	USP51
PB.181286:ENSG00000288739	ENSG00000288739
PB.181291:RRAGB	RRAGB
PB.181307:UQCRBP1	UQCRBP1
PB.181313:ENSG00000230105	ENSG00000230105
PB.181313:UBQLN2	UBQLN2
PB.181313:GOT2P6	GOT2P6
PB.181313:NBDY	NBDY
PB.181313:ENSG00000227486	ENSG00000227486
PB.181313:KLF8	KLF8
PB.18132:ADCY3	ADCY3
PB.18132:DNAJC27	DNAJC27
PB.181338:SPIN3	SPIN3
PB.181338:SPIN2P1	SPIN2P1
PB.181338:SPIN2B	SPIN2B
PB.181338:SPIN2A	SPIN2A
PB.181343:ZXDB	ZXDB
PB.181343:ENSG00000226310	ENSG00000226310
PB.181343:ENSG00000286977	ENSG00000286977
PB.181343:ENSG00000286977+FAAH2	ENSG00000286977+FAAH2
PB.181343:PPP1R11P2	PPP1R11P2
PB.181343:FAAH2	FAAH2
PB.181343:ENSG00000226310+ENSG00000286977	ENSG00000226310+ENSG00000286977
PB.181343:ENSG00000226310+FAAH2	ENSG00000226310+FAAH2
PB.181377:ZXDA	ZXDA
PB.18141:DNAJC27-AS1	DNAJC27-AS1
PB.181428:ARHGEF9	ARHGEF9
PB.181428:LINC01278+SPIN4	LINC01278+SPIN4
PB.181428:SPIN4	SPIN4
PB.181428:LINC01278	LINC01278
PB.181428:CBX1P1	CBX1P1
PB.181428:ARHGEF9-IT1	ARHGEF9-IT1
PB.181499:ENSG00000287370	ENSG00000287370
PB.181505:AMER1	AMER1
PB.181505:ASB12	ASB12
PB.181505:MTMR8	MTMR8
PB.181505:KPNA4P1+MTMR8	KPNA4P1+MTMR8
PB.181522:ZC4H2	ZC4H2
PB.181539:ENSG00000288981	ENSG00000288981
PB.181539:TLE1P1	TLE1P1
PB.181560:ZC3H12B	ZC3H12B
PB.181575:LAS1L	LAS1L
PB.181605:CCNYL5	CCNYL5
PB.181606:ENSG00000276689	ENSG00000276689
PB.181606:MSN	MSN
PB.18161:POMC	POMC
PB.181617:RBMXP5	RBMXP5
PB.181630:ENSG00000237311	ENSG00000237311
PB.181630:MIR223HG	MIR223HG
PB.181631:VSIG4	VSIG4
PB.181632:EIF4BP9	EIF4BP9
PB.18166:LINC01381	LINC01381
PB.181671:AR	AR
PB.181676:ENSG00000260118	ENSG00000260118
PB.181751:OPHN1	OPHN1
PB.181751:ENSG00000289038	ENSG00000289038
PB.181769:YIPF6	YIPF6
PB.181769:STARD8	STARD8
PB.181773:EFNB1	EFNB1
PB.181789:PJA1	PJA1
PB.18181:DNMT3A	DNMT3A
PB.181819:EDA	EDA
PB.181819:U3	U3
PB.181876:EDA	EDA
PB.18188:DTNB-AS1	DTNB-AS1
PB.181886:IGBP1	IGBP1
PB.181923:PDZD11	PDZD11
PB.181923:RN7SL581P	RN7SL581P
PB.181923:P2RY4	P2RY4
PB.181926:KIF4A	KIF4A
PB.181938:ENSG00000284391	ENSG00000284391
PB.181946:DLG3	DLG3
PB.181952:SLC7A3	SLC7A3
PB.181971:SNX12	SNX12
PB.181971:ENSG00000228427	ENSG00000228427
PB.181971:ZMYM3	ZMYM3
PB.181971:SOCS5P4	SOCS5P4
PB.181971:ENSG00000229601	ENSG00000229601
PB.181971:PABPN1P1	PABPN1P1
PB.181971:INGX	INGX
PB.181971:CXorf65+IL2RG	CXorf65+IL2RG
PB.181971:ENSG00000285171	ENSG00000285171
PB.181971:CXorf65	CXorf65
PB.181971:IL2RG	IL2RG
PB.181971:ENSG00000228427+IL2RG	ENSG00000228427+IL2RG
PB.181971:NUTF2P7	NUTF2P7
PB.181979:TAF1	TAF1
PB.181979:MED12	MED12
PB.181979:OGT	OGT
PB.181979:GCNA+OGT	GCNA+OGT
PB.181979:GCNA	GCNA
PB.181979:NLGN3	NLGN3
PB.181979:NONO	NONO
PB.181979:FOXO4	FOXO4
PB.181979:ITGB1BP2+NONO	ITGB1BP2+NONO
PB.181979:ITGB1BP2	ITGB1BP2
PB.181982:CXCR3	CXCR3
PB.181998:ENSG00000283599	ENSG00000283599
PB.182:LRRC47	LRRC47
PB.182003:LINC00891	LINC00891
PB.182010:NHSL2	NHSL2
PB.182026:RTL5	RTL5
PB.182033:NHSL2	NHSL2
PB.182042:PIN4	PIN4
PB.182042:RN7SL388P	RN7SL388P
PB.182101:CITED1	CITED1
PB.182101:HDAC8	HDAC8
PB.182101:ERCC6L	ERCC6L
PB.182101:ERCC6L+RPS4X	ERCC6L+RPS4X
PB.182104:DMRTC1B	DMRTC1B
PB.182104:FAM226B	FAM226B
PB.182108:DMRTC1	DMRTC1
PB.182110:NAP1L2	NAP1L2
PB.182111:MAP2K4P1	MAP2K4P1
PB.182113:CHIC1	CHIC1
PB.182113:TOMM20P4	TOMM20P4
PB.182122:JPX	JPX
PB.182122:TSIX	TSIX
PB.182122:AARSD1P1	AARSD1P1
PB.182122:AARSD1P1+JPX	AARSD1P1+JPX
PB.182122:JPX+RPSAP14	JPX+RPSAP14
PB.182122:ENSG00000228906	ENSG00000228906
PB.182124:BMP2KL	BMP2KL
PB.182127:RAB11FIP1P1	RAB11FIP1P1
PB.18213:ARNILA	ARNILA
PB.18213:DTNB	DTNB
PB.182132:SLC16A2	SLC16A2
PB.182134:XIST	XIST
PB.182134:ENSG00000280375	ENSG00000280375
PB.182134:FTX	FTX
PB.182134:MKRN5P	MKRN5P
PB.182134:ENSG00000271533	ENSG00000271533
PB.182134:ENSG00000271533+FTX	ENSG00000271533+FTX
PB.182134:RN7SL648P	RN7SL648P
PB.182165:PABPC1P3	PABPC1P3
PB.182165:RLIM	RLIM
PB.182193:NEXMIF	NEXMIF
PB.182193:ABCB7	ABCB7
PB.1822:ZSCAN20	ZSCAN20
PB.18220:ASXL2	ASXL2
PB.18220:TPM3P7	TPM3P7
PB.18220:ENSG00000218682	ENSG00000218682
PB.182200:UPRT	UPRT
PB.182200:BUD31P2	BUD31P2
PB.182208:ZDHHC15	ZDHHC15
PB.182208:TERF1P7	TERF1P7
PB.182270:TTC3P1	TTC3P1
PB.18230:HADHA	HADHA
PB.18230:ADGRF3	ADGRF3
PB.182309:PBDC1	PBDC1
PB.182343:MAGEE1	MAGEE1
PB.18236:RAB10	RAB10
PB.18236:GAREM2	GAREM2
PB.18236:HADHB	HADHB
PB.18236:PTGES3P2	PTGES3P2
PB.18236:SELENOI	SELENOI
PB.18236:ENSG00000286707+SELENOI	ENSG00000286707+SELENOI
PB.18236:ENSG00000286707	ENSG00000286707
PB.182384:ENSG00000248503	ENSG00000248503
PB.182384:ATP7A	ATP7A
PB.182384:FABP5P15	FABP5P15
PB.182384:COX7B	COX7B
PB.182384:ATP7A+COX7B	ATP7A+COX7B
PB.182386:ATRX	ATRX
PB.182386:MAGT1	MAGT1
PB.182386:TAF9B	TAF9B
PB.182392:PGK1	PGK1
PB.182412:CYSLTR1	CYSLTR1
PB.18242:DRC1	DRC1
PB.182428:ITM2A	ITM2A
PB.182428:CORO1CP1	CORO1CP1
PB.182433:P2RY10	P2RY10
PB.182433:P2RY10BP	P2RY10BP
PB.182433:GPR174	GPR174
PB.18246:OTOF	OTOF
PB.182477:BRWD3	BRWD3
PB.182489:HMGN5	HMGN5
PB.182523:SH3BGRL	SH3BGRL
PB.182523:ENSG00000288059	ENSG00000288059
PB.182523:ENSG00000224523+ENSG00000288059	ENSG00000224523+ENSG00000288059
PB.182523:ENSG00000224523	ENSG00000224523
PB.182523:ENSG00000231875	ENSG00000231875
PB.182523:ENSG00000289132	ENSG00000289132
PB.182523:VDAC1P1	VDAC1P1
PB.182523:PSMA1P1	PSMA1P1
PB.182523:ENSG00000224523+SH3BGRL	ENSG00000224523+SH3BGRL
PB.18253:SLC35F6	SLC35F6
PB.18253:CENPA	CENPA
PB.182583:HDX	HDX
PB.182595:APOOL	APOOL
PB.182606:ZNF711	ZNF711
PB.182635:SFR1P2	SFR1P2
PB.182682:CHM	CHM
PB.182694:KLHL4	KLHL4
PB.182702:EIF4A1P10	EIF4A1P10
PB.182709:NAP1L3	NAP1L3
PB.18274:OST4	OST4
PB.18274:ENSG00000272056	ENSG00000272056
PB.18274:ENSG00000272148	ENSG00000272148
PB.182778:DIAPH2	DIAPH2
PB.182778:Metazoa+SRP	Metazoa+SRP
PB.182778:RN7SL74P	RN7SL74P
PB.182778:RPA4	RPA4
PB.182802:TSPAN6	TSPAN6
PB.182807:SYTL4	SYTL4
PB.182808:SYTL4	SYTL4
PB.182817:CSTF2	CSTF2
PB.18282:PREB	PREB
PB.18283:MAPRE3	MAPRE3
PB.18283:TMEM214	TMEM214
PB.18283:AGBL5	AGBL5
PB.18283:EMILIN1	EMILIN1
PB.18283:KHK	KHK
PB.18283:ABHD1	ABHD1
PB.182847:TRMT2B	TRMT2B
PB.182847:HNRNPA1P27	HNRNPA1P27
PB.182847:XKRX	XKRX
PB.182856:CENPI	CENPI
PB.182886:NANOGNBP3	NANOGNBP3
PB.182886:TIMM8A	TIMM8A
PB.182887:BTK	BTK
PB.182888:GLA	GLA
PB.18289:ATRAID	ATRAID
PB.18289:CAD	CAD
PB.18289:ATRAID+CAD	ATRAID+CAD
PB.182897:HNRNPH2	HNRNPH2
PB.182897:ARMCX4	ARMCX4
PB.182907:ARMCX1	ARMCX1
PB.182908:ARMCX7P	ARMCX7P
PB.182913:ARMCX3	ARMCX3
PB.182913:ENSG00000261101	ENSG00000261101
PB.182914:ARMCX6	ARMCX6
PB.182914:ARMCX2+ARMCX3-AS1	ARMCX2+ARMCX3-AS1
PB.182914:ARMCX2	ARMCX2
PB.182917:GK4P	GK4P
PB.182918:ENSG00000286000	ENSG00000286000
PB.182923:ZMAT1	ZMAT1
PB.182927:TCEAL2	TCEAL2
PB.182931:BEX5	BEX5
PB.182932:TMSB15A	TMSB15A
PB.182938:ENSG00000270050	ENSG00000270050
PB.182941:MTND6P32	MTND6P32
PB.18296:TRIM54	TRIM54
PB.182968:ARMCX5	ARMCX5
PB.182968:ARMCX5-GPRASP2	ARMCX5-GPRASP2
PB.182968:GPRASP1	GPRASP1
PB.182968:BEND7P1	BEND7P1
PB.182968:GPRASP2	GPRASP2
PB.182968:ARMCX5-GPRASP2+ENSG00000239407	ARMCX5-GPRASP2+ENSG00000239407
PB.182968:BHLHB9	BHLHB9
PB.182968:ARMCX5-GPRASP2+LINC00630	ARMCX5-GPRASP2+LINC00630
PB.182968:LINC00630	LINC00630
PB.182968:ENSG00000239407+LINC00630	ENSG00000239407+LINC00630
PB.182968:MTCO2P19	MTCO2P19
PB.182968:MTCYBP32	MTCYBP32
PB.182968:ENSG00000239407	ENSG00000239407
PB.182968:RAB40AL	RAB40AL
PB.182989:BEX1	BEX1
PB.182991:BEX4	BEX4
PB.182992:NXF3	NXF3
PB.182996:TCEAL8	TCEAL8
PB.18300:SNX17	SNX17
PB.18300:ENSG00000234072	ENSG00000234072
PB.18300:NRBP1	NRBP1
PB.18300:KRTCAP3+NRBP1	KRTCAP3+NRBP1
PB.18300:KRTCAP3	KRTCAP3
PB.183001:BEX2	BEX2
PB.183002:TCEAL9	TCEAL9
PB.183004:BEX3	BEX3
PB.183010:ENSG00000281091	ENSG00000281091
PB.183025:RAB40A	RAB40A
PB.183049:TCEAL4	TCEAL4
PB.183056:TCEAL1	TCEAL1
PB.183056:TCEAL3	TCEAL3
PB.183062:MORF4L2	MORF4L2
PB.183062:CNEP1R1P1+MORF4L2	CNEP1R1P1+MORF4L2
PB.183067:MORF4L2-AS1+TMEM31	MORF4L2-AS1+TMEM31
PB.183067:MORF4L2-AS1	MORF4L2-AS1
PB.183073:ENSG00000288597	ENSG00000288597
PB.183087:ENSG00000276298	ENSG00000276298
PB.183090:ELF2P1	ELF2P1
PB.183090:TMSB15B-AS1	TMSB15B-AS1
PB.183090:RAB9B	RAB9B
PB.183090:RAB9B+TMSB15B-AS1	RAB9B+TMSB15B-AS1
PB.183094:TMSB15B	TMSB15B
PB.183094:SLC25A53P1	SLC25A53P1
PB.183104:ZCCHC18	ZCCHC18
PB.183105:SLC25A53	SLC25A53
PB.183105:TMSB15B	TMSB15B
PB.183117:FAM199X	FAM199X
PB.18312:SLC5A6	SLC5A6
PB.18312:MPV17	MPV17
PB.18312:IFT172	IFT172
PB.18312:CCDC121	CCDC121
PB.18312:SUPT7L	SUPT7L
PB.18312:GTF3C2	GTF3C2
PB.18312:EIF2B4	EIF2B4
PB.18312:ZNF513	ZNF513
PB.18312:PPM1G	PPM1G
PB.18312:FTH1P3	FTH1P3
PB.183148:RADX	RADX
PB.18315:ZNF512	ZNF512
PB.18315:ENSG00000259080	ENSG00000259080
PB.18315:GPN1+ZNF512	GPN1+ZNF512
PB.18315:GPN1	GPN1
PB.18315:GPN1+SLC4A1AP	GPN1+SLC4A1AP
PB.18315:SLC4A1AP	SLC4A1AP
PB.183156:TBC1D8B	TBC1D8B
PB.183165:TBC1D8B	TBC1D8B
PB.183181:MORC4	MORC4
PB.18321:RBKS	RBKS
PB.183223:RBM41	RBM41
PB.183223:NUP62CL	NUP62CL
PB.183245:FRMPD3	FRMPD3
PB.183262:FRMPD3	FRMPD3
PB.183274:PRPS1	PRPS1
PB.183292:TSC22D3	TSC22D3
PB.183317:MID2	MID2
PB.183350:VSIG1	VSIG1
PB.183354:PSMD10	PSMD10
PB.183369:ATG4A	ATG4A
PB.183396:NXT2	NXT2
PB.183406:ENSG00000289365	ENSG00000289365
PB.183409:ACSL4	ACSL4
PB.183409:KCNE5	KCNE5
PB.183421:TMEM164	TMEM164
PB.183451:AMMECR1	AMMECR1
PB.183451:AMMECR1-IT1	AMMECR1-IT1
PB.183457:PAK3	PAK3
PB.183462:EIF4BP7	EIF4BP7
PB.18348:FAM133EP	FAM133EP
PB.183485:ALG13	ALG13
PB.1835:CSMD2-AS1	CSMD2-AS1
PB.18351:MRPL33	MRPL33
PB.18351:BABAM2	BABAM2
PB.183510:LHFPL1	LHFPL1
PB.183516:AMOT	AMOT
PB.18360:ENSG00000223522	ENSG00000223522
PB.18360:FLJ31356	FLJ31356
PB.183634:U3	U3
PB.183660:HTR2C	HTR2C
PB.183666:LRCH2	LRCH2
PB.183668:PLS3	PLS3
PB.18367:FOSL2	FOSL2
PB.18367:ENSG00000270210	ENSG00000270210
PB.18367:ENSG00000270640	ENSG00000270640
PB.183670:PLS3	PLS3
PB.183671:SUMO2P21	SUMO2P21
PB.183708:DANT2	DANT2
PB.183710:PRPF4BP1	PRPF4BP1
PB.183734:KLHL13	KLHL13
PB.183756:RBBP8P1	RBBP8P1
PB.183763:DOCK11	DOCK11
PB.183763:WDR44	WDR44
PB.183763:IL13RA1	IL13RA1
PB.183763:TMEM30BP1	TMEM30BP1
PB.183774:LONRF3	LONRF3
PB.183778:PGRMC1	PGRMC1
PB.183795:SLC25A43	SLC25A43
PB.183795:RN7SL118P	RN7SL118P
PB.183795:SLC25A5	SLC25A5
PB.183808:ENSG00000226661	ENSG00000226661
PB.183808:SEPTIN6	SEPTIN6
PB.183808:SLC25A5-AS1	SLC25A5-AS1
PB.183808:STEEP1	STEEP1
PB.183808:UPF3B	UPF3B
PB.183808:NKRF	NKRF
PB.183812:RNF113A	RNF113A
PB.183820:NKAP	NKAP
PB.183827:UBE2A	UBE2A
PB.183827:ENSG00000279601	ENSG00000279601
PB.183827:SOWAHD	SOWAHD
PB.183827:ENSG00000286366	ENSG00000286366
PB.183827:NDUFA1	NDUFA1
PB.183858:NKAPP1+RHOXF1	NKAPP1+RHOXF1
PB.183858:RHOXF1	RHOXF1
PB.183858:NKAPP1	NKAPP1
PB.183874:SFR1P1	SFR1P1
PB.183874:NKAPP1	NKAPP1
PB.183879:TMEM255A	TMEM255A
PB.183886:TMEM255A	TMEM255A
PB.183892:ZBTB33	ZBTB33
PB.183897:LAMP2	LAMP2
PB.183902:CUL4B	CUL4B
PB.183911:MCTS1	MCTS1
PB.183914:C1GALT1C1+CUL4B	C1GALT1C1+CUL4B
PB.183914:C1GALT1C1	C1GALT1C1
PB.183914:CUL4B	CUL4B
PB.183917:GLRX5P1	GLRX5P1
PB.183933:ENSG00000270493	ENSG00000270493
PB.183933:ENSG00000271502	ENSG00000271502
PB.183933:ENSG00000286163	ENSG00000286163
PB.183933:ENSG00000270771	ENSG00000270771
PB.183933:GLUD2	GLUD2
PB.183997:ENSG00000260585	ENSG00000260585
PB.183998:ENSG00000260585	ENSG00000260585
PB.184069:GRIA3	GRIA3
PB.184075:GRIA3	GRIA3
PB.184102:THOC2	THOC2
PB.184102:ENSG00000232412	ENSG00000232412
PB.184102:XIAP-AS1	XIAP-AS1
PB.184102:PARD6BP1	PARD6BP1
PB.184104:STAG2	STAG2
PB.184104:FERP1	FERP1
PB.184104:XIAP	XIAP
PB.184133:TENM1	TENM1
PB.18414:PLB1	PLB1
PB.184145:SH2D1A	SH2D1A
PB.184145:STAG2	STAG2
PB.184173:TENM1	TENM1
PB.18426:ENSG00000226833	ENSG00000226833
PB.184280:SMARCA1	SMARCA1
PB.184283:SMARCA1	SMARCA1
PB.184285:SMARCA1	SMARCA1
PB.184292:OCRL	OCRL
PB.184302:APLN	APLN
PB.184306:ENSG00000287024	ENSG00000287024
PB.18431:TRMT61B	TRMT61B
PB.184316:Metazoa+SRP	Metazoa+SRP
PB.184319:ZDHHC9	ZDHHC9
PB.184320:ENSG00000235189	ENSG00000235189
PB.184336:SASH3	SASH3
PB.184336:XPNPEP2	XPNPEP2
PB.184336:ENSG00000240143	ENSG00000240143
PB.184336:UTP14A	UTP14A
PB.184336:BCORL1	BCORL1
PB.184336:ENSG00000240143+SASH3	ENSG00000240143+SASH3
PB.184344:ELF4	ELF4
PB.18435:PPP1CB	PPP1CB
PB.18435:WDR43	WDR43
PB.184351:AIFM1	AIFM1
PB.184355:ENSG00000286650	ENSG00000286650
PB.184355:RAB33A	RAB33A
PB.184371:ZNF280C	ZNF280C
PB.184380:SLC25A14	SLC25A14
PB.184390:RBMX2	RBMX2
PB.184400:DENND10P1	DENND10P1
PB.184443:ENOX2	ENOX2
PB.184457:FIRRE	FIRRE
PB.184476:FIRRE	FIRRE
PB.184501:STK26	STK26
PB.184525:RAP2C	RAP2C
PB.184536:RAP2C-AS1	RAP2C-AS1
PB.184540:MBNL3	MBNL3
PB.18455:TOGARAM2	TOGARAM2
PB.184554:GPC4	GPC4
PB.184598:ENSG00000283638	ENSG00000283638
PB.184634:PHF6	PHF6
PB.184634:HPRT1	HPRT1
PB.184642:MIR503HG	MIR503HG
PB.184644:MIR503HG	MIR503HG
PB.184659:PABIR2	PABIR2
PB.184674:PABIR3	PABIR3
PB.184698:MOSPD1	MOSPD1
PB.184700:SMIM10	SMIM10
PB.184706:RTL8B	RTL8B
PB.184708:RTL8B	RTL8B
PB.184718:RTL8A	RTL8A
PB.184719:RTL8C	RTL8C
PB.184739:ZNF75D	ZNF75D
PB.184747:ZNF449	ZNF449
PB.184749:INTS6L-AS1	INTS6L-AS1
PB.184756:INTS6L	INTS6L
PB.184780:SLC9A6	SLC9A6
PB.184786:CT45A11P	CT45A11P
PB.184786:CT45A11P+MMGT1	CT45A11P+MMGT1
PB.184786:MMGT1	MMGT1
PB.184786:E2F6P4	E2F6P4
PB.184803:FHL1	FHL1
PB.184808:MAP7D3	MAP7D3
PB.184812:HTATSF1	HTATSF1
PB.184828:LINC00892	LINC00892
PB.184829:RBMX	RBMX
PB.184829:ARHGEF6	ARHGEF6
PB.184829:RANP4	RANP4
PB.184829:RANP4+RBMX	RANP4+RBMX
PB.184829:ENSG00000232611	ENSG00000232611
PB.184829:ENSG00000232611+RBMX	ENSG00000232611+RBMX
PB.184838:CD40LG	CD40LG
PB.184838:ENSG00000234062	ENSG00000234062
PB.184907:MCF2	MCF2
PB.18491:CLIP4	CLIP4
PB.184958:MCF2	MCF2
PB.184958:ATP11C+MCF2	ATP11C+MCF2
PB.184958:ATP11C	ATP11C
PB.184960:HNRNPA3P3	HNRNPA3P3
PB.184961:ENSG00000230707	ENSG00000230707
PB.184965:LINC00632	LINC00632
PB.184996:LDOC1	LDOC1
PB.184998:LDOC1	LDOC1
PB.185089:SLITRK4	SLITRK4
PB.185092:ANKRD11P2	ANKRD11P2
PB.185120:FMR1-AS1	FMR1-AS1
PB.185137:FMR1	FMR1
PB.18515:ENSG00000233862	ENSG00000233862
PB.185179:AFF2	AFF2
PB.185227:AFF2	AFF2
PB.185238:AFF2	AFF2
PB.185265:ENSG00000241489	ENSG00000241489
PB.185265:IDS	IDS
PB.185265:IDS+LINC00893	IDS+LINC00893
PB.185265:ENSG00000238039+IDS	ENSG00000238039+IDS
PB.185265:ENSG00000238039	ENSG00000238039
